,sentiment,text
462,neutral,RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aaplhttp://t.co/9tLzXOlfzG
463,negative,Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple
464,positive,macbook love today @apple
465,positive,@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up @apple and then created the #iPhone
466,neutral,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/W5X6P2CgAw"
467,neutral,APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKthttp://t.co/G0TeDLCB9z
468,neutral,What Happened To Apple Inc?   http://t.co/FJEXI3oP0U  #aapl #apple @MoneyPress http://t.co/wXKmmTMArW
469,negative,what the hell is this 5gbs of 'other' data on my phone @Apple?????????
470,positive,"if I tweet about NANDOS my phone puts it in caps, I like the iPhone six, it knows my favourite restaurant. good phone GG @apple"
471,neutral,"Apple:Dec 2 Trading Daily Profit $3.34/sh, Weekly Profits of $13.37/sh  #aapl #Stockaction #trading #Stocks #MKthttp://t.co/ISJv7tZk0l"
472,neutral,Wells Fargo Continues Promoting Apple Pay With New Advertisement http://t.co/5XarM27WRi #AAPL
473,neutral,Let's not forget that press effects stock @Apple to Defend Against iPod Antitrust Suit http://t.co/pqJ0bKIMb8
474,neutral,FoxBusTV:  Is it time to start buying #Apple? | http://t.co/RmhvTdnPaY #aapl
475,neutral,How in the heck isn't there a taco emoji? @apple
476,negative,#AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp
477,neutral,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
478,negative,".@Sony named 'most-desired brand' during #BlackFriday &amp; #CyberMonday, beating #tech rival @Apple: http://t.co/4YN6pUtLKK via @TheDrum"
479,neutral,Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal
480,neutral,Results of our' #Mobility PilotHouse program. @ATT  @Cisco @Apple see which had the most loyal customers. http://t.co/FAyv72N0xt
481,neutral,"@optionmonster IMHO, #oil is going lower, no reason not to, no bottom here. Also, BTW #AAPL is going $200. @CNBCClosingBell #boldstatement"
482,neutral,RT @NewsMintApp: #AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp
483,negative,@Google Beating @Apple in U.S. Education Market Amid iPad Slowdown http://t.co/KTsLbYeNTa #neo
484,positive,@SonyUK see not even have the courtesy to reply as I said should have stayed with @apple much better customer service from them
485,negative,@TIME: Steve Jobs to testify in @Apple trial from beyond the grave http://t.co/pPab0v8hUn
486,neutral,2 simple rules for young designers from legendary @Apple designer Susan Kare via @FastCoDesign http://t.co/NLzn2m5FjG
487,neutral,"sold to you on both counts RT @ualdrivr: @optionmonster IMHO, #oil is going lower,  no bottom here. Also, BTW #AAPL is going $200"
488,neutral,5 Companies Growing Faster Than Apple Inc. http://t.co/QsoC8dir60 #AAPL
489,neutral,#AAPL:Apple co-founder The Woz going into reality TV...http://t.co/N4TcQdV5MV
490,neutral,"Apple Inc. price at close, December 02, 2014, is 114.63. #apple #AAPL"
491,negative,2/ At its announcement @samsung supporters criticized #AAPL for 'following' Samsung into the large screen game.
492,neutral,We're out here taking Bluetooth calling to a whole new level where you at @Microsoft @Apple @BillGates http://t.co/YWVxCWwnww
493,neutral,"3/ Looking at it now, especially with @samsung's declining sales, it looks more like #AAPL just decided it wanted Samsung's piece of the pie"
494,positive,Thank you @Apple for fixing the #Swift sourcekit crashes in #XCode :). Life is better now! http://t.co/NbRWTTcZ35
495,negative,Where da fuck is this middle finger emoji @apple so I can ignore my Niggaz shit talk wit a single sign
496,positive,So cool! Apple Patents iPhone Drop Protection Mechanism That Changes Device Angle In Freefall #aapl #AppleWatch http://t.co/Yck87DOCeQ
497,negative,Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone
498,neutral,@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u
499,neutral,Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI #AAPL
500,positive,#AAPL moving towards the #IoT and more connectivity in your everyday life. RT @businessinsider: THE FUTURE OF APPLE http://t.co/ZiKLflrHpm
501,neutral,Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies
502,positive,@Apple #ipad #innovation  let us maintain what we enjoyed when we were young http://t.co/Tpt3k2GBAS via @HuffPostTech http://t.co/Tpt3k2GBAS
503,neutral,@renoxalex @Apple so sick @tacobell is petitioning for one
504,neutral,@apple need to come out with new emojis. Perhaps one that is a @Raptors claw
505,neutral,Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL
506,neutral,Apple Inc. iPhone 6 May Infringe On Chinese Company's Patent http://t.co/fcCrpUvyRi #AAPL
507,neutral,Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL
508,negative,Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android
509,neutral,contact @Apple RT @mrstiffanyanne anybody that sold an iPhone before? i have questions &amp; can't find them on Google!!!
510,positive,@apple goes red for aids awareness #ProductRED #fuckaidshttp://t.co/NVJbsh3duWfor every like i get this month a will donate a quarter
511,neutral,WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
512,negative,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
513,negative,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
514,negative,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
515,neutral,Is @apple the most searched for company and @google the most searched on platform?
516,positive,I love my #iphone6 @apple #MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o
517,neutral,I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg
518,neutral,#AAPL:Is it time to start buying Apple?...http://t.co/5nulnjlbaG
519,neutral,"Apple Continues War on Notification Center Widgets, Asks 'Drafts' to Remove Note Creation Feature http://t.co/QJgIklUDVh #AAPL"
520,neutral,I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/TuI7LSgBJw
521,negative,#Apple Inc. #AAPL News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? http://t.co/ZF0v7k2N7H
522,neutral,"#Verr�_cktes #Ger�_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/PGCaSLAnZa"
523,neutral,@Apple gets patent 2prevent cracked screens by rotating falling #iPhones  http://t.co/HncqAOrFKR via @mashable #bigdocc
524,negative,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
525,positive,@GriffinNW @Apple @tacobell I love you @tacobell!
526,negative,"@Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?"
527,neutral,@jengolbeck @Apple agreed
528,negative,IM SICK OF YOUR FUCKING SHIT @apple
529,neutral,"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6."
530,neutral,@Apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience  http://t.co/bfU8MSx7On #cx #cem
531,neutral,"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX"
532,neutral,#AAPL:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV
533,neutral,#AAPL: Steve Jobs to Be Star Witness in #Apple iPod Lawsuit: Steve Jobs e1294712990453 #AAPL: Steve Jobs to Be... http://t.co/4wdMnluzjK
534,neutral,Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 #AAPL
535,neutral,@renoxalex @Apple or hang loose ???
536,neutral,@Landonboyd93 @renoxalex @Apple wheres the lava lamp emoji?
537,neutral,"Ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems."
538,negative,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple
539,neutral,"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU"
540,neutral,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/OQfBuhpYMZ via Hamzei  $$"
541,neutral,@DelenaNian4eva_ @Apple chill?
542,neutral,"RT @HamzeiAnalytics: New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8"
543,neutral,Amazon (AMZN) Ecosystem: The Biggest Threat to #AAPL Stock: amzn Amazon (AMZN) Ecosystem: The Biggest Threat t... http://t.co/A0j0C8TbyW
544,negative,@apple get cha shit together and fix my phone !!!
545,neutral,@TheWeldingRoom @Apple @Monster @redbull You need to try the Ultra Red Monster!
546,neutral,@caseypieper @TheWeldingRoom @Apple @Monster @redbull I heard Monster was the hebrew devil. lol
547,neutral,@Shampeau @TheWeldingRoom @Apple @Monster @redbull No holds bar huh?
548,neutral,"#AAPL:After-hours buzz: Apple, Bob Evans Farms &amp; more...http://t.co/PHVzSFanso"
549,neutral,"@Shampeau @caseypieper @Apple @Monster @redbullUltra Red? ok, I have some research to do... I've seen the coffee, white, blue"
550,negative,@iirwanks ICK YO @apple Autocorrect RUSE
551,negative,Ok I muted the groupchat but I still get notifications uhm @apple what the hell
552,negative,@iambrozie @Apple Will it give me Edward Scissorhands length fingers? Because then I might be able to use this!
553,negative,"Sitting here waiting for more than half hour for my 'appt' @Apple , watching 'geniuses' talk crap about their customers in the open, nice..."
554,positive,Loving my #carplay unit in my Honda Fit!  Works great.  I just hope more apps make it to CarPlay!  Come on @Apple!!
555,neutral,iPhones Of The Future Could Save Themselves When You Drop Them http://t.co/tiubfsLZgS #aapl #smhq
556,negative,It would be nice if I could type more than one sentence without my computer freezing up @Apple @Microsoft @Word @Internet @Everyone
557,neutral,"Final #AAPL #PutCallRatios for Tuesday, December 2, 2014 http://t.co/g0NOwucGoG"
558,neutral,@apple-dee-ap Early Signs of Liver Damage &amp; How to Strengthen Your Liver http://t.co/miSpGaBjaO
559,negative,"Yo @Apple wtf is wrong with you people? Make it easier to delete contacts already, gosh damn it!!!"
560,negative,@Apple why does the clock disappear in Siri? It's super annoying when you want to set an alarm and suddenly you can't see the time.
561,neutral,Dear @Apple I would like an #iMac with touch screen more than a watch
562,negative,my dad called now my musics arent playing jesus christ @apple problematic
563,negative,fuck you fuck you so much i hate you @apple
564,neutral,"#AAPL:In emails, Jobs determined to keep iPod Apple-only...http://t.co/Ox0P6tIhrs"
565,negative,L.A. School District Officially Ends $1.3 Billion iPad Initiative in the Midst of an FBI Investigation http://t.co/ny9oaj6gXr #AAPL
566,neutral,Will I become immune to bugs like @apple? @WomenOfHistory: You become like the 5 people you spend most of your time with. #choosewisely
567,negative,well imessage doesn't work thanks @apple
568,negative,Next year my goal is to be #Apple free. Tired of their BS. @Apple @iTunesSupport
569,positive,"@jengolbeck @Apple Yep, the only jump I'd make from my 5 now is to 5S. At least good deals on 5S now with 6 out."
570,negative,@anneohirsch @Apple My 5S was great - just had a cracked screen &amp; a dying battery. I'm thinking about trading the 6 in for a new 5S :(
571,neutral,@Apple patents active fall protection system that shifts iPhones in midair http://t.co/UmVw5NeoJC
572,positive,. @Apple is the Most Innovative Company of 2014 http://t.co/h4gqjPyluF via @TechCocktail #innovation
573,negative,Also I've had my iPhone 6 for two days and it's already broken shout out to @apple
574,negative,"Uh, is @Apple making fun of French people (and being rude) in their new iPhone 6 'call from anywhere' ad?! That's how it seemed to me."
575,neutral,One Thing Everyone Is Getting Wrong When It Comes To The #Apple Television #aapl http://t.co/S72WXZ4dcq http://t.co/boch9Dbt3Q
576,neutral,THE FUTURE OF #APPLE #aapl http://t.co/0MO7dUeyh6 http://t.co/txHppUeWp7
577,negative,I am feeling creatively stifled by the current emoji selection @apple
578,negative,@apple fuck you bitches my phones abrick and stuck on the apple logo
579,positive,We know Raul is just going to LOVE his brand new art supplies!  Thank you @SarahInThisCity @Apple!
580,neutral,"AAPL 'buy' reiterated,  target raised to $130 by Bank of America Merrill Lynch $AAPL Brief explanation here:  https://t.co/349ckZlF0v #AAPL"
581,negative,"Forget #Apple, Here Are Better #Tech Stocks to Buy | The Motley Fool #aapl http://t.co/drJdIvOtxu"
582,neutral,"Stock #Market Today Moving on WMT, #AAPL, and Uber News: Money Morning: The company reported more than 1.5 bil... http://t.co/BQ7JGdBO7k"
583,neutral,"Morgan Stanley Sells #Apple Inc., but #AAPL Stock Still a Buy: #aapl stock news Morgan Stanley Sells Apple Inc... http://t.co/Q20LTF26Uz"
584,negative,One good thing about waiting in the @Apple Store for my 'appointment' is that I cleared up the backlog of emails from my inbox
585,neutral,Product Hunters: The Functional (And Whimsical) Keyboards for #iOS8 - Forbes #aapl http://t.co/yUGBzFHsNB
586,neutral,"Move Aside #Apple and #Google, #Alibaba is Entering the Connected Car Space - Forbes #baba #goog #aapl http://t.co/gOSQlrWvtl"
587,negative,iMessage isn't working thanks @apple
588,neutral,@kaitlynpearle @Apple get android
589,neutral,@nickruz4 @Apple I can't I just got a new phone /;
590,negative,No at typo changing my words. Get it together @apple
591,neutral,$AAPL has 17 analyst ratings in the last 30 days and 94% are positive. Median target: $130 (13% upside). https://t.co/Qpwsx61EZ8 #AAPL
592,negative,"Hey @apple could you make an iPhone charger that lasts more than a month? Sincerely, a broke high school student who wants her phone charged"
593,negative,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you @apple
594,negative,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up @apple."
595,negative,@apple I am beginning to think your products are crap
596,negative,my iphone 6 FINALLY came after almost 3 weeks don't think I'll forget this @apple
597,neutral,"#AAPL:In Emails, Steve Jobs Determined to Keep iPod Apple-Only...http://t.co/ZV2NPesHCw"
598,negative,You need to send me my IPhone before I cancel @tmobile @apple
599,negative,This is the 6th charger I've had to buy for my mac and they gave me the wrong one @apple #applesuport Fix this wrongdoing give me a free one
600,negative,FUCK @apple
601,negative,Liberals should protest corporate greed and throw away all their nifty @apple products. #ShutItDown #DCFerguson
602,neutral,Watch Steve Wozniak use #iPhone6 to magically unlock a hotel room #woz @apple http://t.co/xvEO1boalW
603,negative,DEAR APPLE THIS IS THE WORSE SERVICE EVER @apple http://t.co/JHPs71DF0W
604,neutral,"@Apple [#Apple] #iPhone7 Release Date Speculations Indicate Sept 2015 Launch, #Apple .... (#Wednesday, 3 #December) http://t.co/anRecOyKuD"
605,negative,"Since all the software updates, my iPhone, iPad and iPod touch will not charge and are royally fucked up @Apple"
606,negative,s/o @apple for this really great charger that works so well! #not
607,negative,Cheeky @apple...  Very cheeky.... No dice though... You can't own 'App Store' it's a description not a product - http://t.co/8L7VeRuzfs
608,neutral,"@apple should buy @nintendo and @sega. They'd get emulation, characters, game content/portfolios, brand recognition, and developer contacts."
609,neutral,"#bug @apple #ios #spotlight #search search for twitter app, selecting search the web results are for input BEA #6Plus http://t.co/zasjFA6s4K"
610,neutral,#AAPL #iOS8 RT @BenedictEvans Browser share http://t.co/s9SVPYSpjn
611,negative,@apple get your shit together with group chats on ios8
612,negative,"@dangainor @Apple But then how could they post to Twitter (NASDAQ: TWTR), Instagram (NASDAQ: FB) or Shutterfly (NASDAQ: SFLY)? #ShutItDown"
613,neutral,#Russia is selling its banned #SteveJobs #tribute #statue | @CultofMac http://t.co/RPsHWCAr3s #Apple #AAPL #iPhone #memorial #bastards
614,negative,FUCK MY FUCKING PHONE ITS FUCKING TRIPPING IM FUCKING TIRED OF THIS FUCKING BULLSHITIM HOLDING YOU RESPONSIBLE @apple
615,negative,. @apple why is my computer so slow
616,negative,RT @mkschuster: . @apple why is my computer so slow
617,negative,"Really need tap-to-tweet back, @apple"
618,negative,#PeterHewer @Apple iPhone 6 claimed to copy a Chinese smartphone design. Ouchhttp://t.co/G8IgaodgPN
619,positive,Love @apple #iphone5 but I need to upgrade soon http://t.co/KkQNsU8QUt http://t.co/vQezbjOPxA
620,neutral,@mochasucks @renoxalex @Apple that's what I'm saying!!!!
621,negative,@Landonboyd93 @mochasucks @renoxalex @Apple what about a penis emoji? I'm sick of implying that my dick looks like an eggplant.
622,positive,Love my @apple #macbookpro. Best ever http://t.co/NW0L3w5B7F http://t.co/hau6j9Y489
623,negative,@Apple there isn't a puke emoji I'm pissed fix it fat
624,neutral,@RoamingWithRuth @Apple pretty cute guys
625,negative,I have 170 pictures and my storage is full @apple get it together
626,negative,RT @Breyythatsmee: I have 170 pictures and my storage is full @apple get it together
627,negative,Why #AAPL Stock Had a Mini-Flash Crash: Money Morning: Nothing the analysts suggested would make a widely held... http://t.co/IhMonRcEKX
628,neutral,#Apple's Success Has Made It Part Of The 'Payola Scheme': #Apple Inc. (NASDAQ: #AAPL) recently reached a new m... http://t.co/rIsKLh5CqO
629,negative,That would be brilliant! It's sad @Apple doesn't allow Mozilla's better engine @OpenSourceAgent #opensource
630,negative,APPLES EARBUDS ARE SO FUCKING WEAK THEY LITERALLY CANNOT WITHSTAND ANY GOD DAMN DAMAGE I HAVE WASTED SO MUCH MONEY FUCK @Apple
631,negative,Why is Tom automatically capitalized and tommy isn't?? @apple you need to fix this. #autocorrectprobs
632,neutral,We should be able to name group texts. That would be great @Apple
633,neutral,@apple @microsoft @stevejobs @BillGates  common somebody http://t.co/9z0qeiBtlc
634,negative,why is it so difficult to qualify for a #geniusbar appointment at @Apple these days? #unneccessary
635,neutral,Do i have to go to @Apple if idr the code? -_-
636,neutral,"After-hours buzz: #AAPL, BOBE &amp; more: Check out which companies are making headlines after the bell Tuesday http://t.co/Fa69PY1BjP"
637,positive,Even #Microsoft agrees #iPhone6 is mind blowing. #AAPL #design #product #innovation #mobile http://t.co/4bFUF4NRij
638,neutral,. @support @dickc how can anyone logjn &amp; reorder my tweets? I have 2step auth don't share passwords &amp; @apple said I've no malware @pmarca
639,negative,god dammit fuck you @apple
640,negative,RT @yungbaaz: god dammit fuck you @apple
641,negative,@Apple do something you cunt @BarackObama
642,negative,fuck you @apple @iphone
643,neutral,The U.S. government accepts donations to reduce the national #debt #fact @BillGates @Oprah @realDonaldTrump @WarrenBuffett @apple @google
644,neutral,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL http://t.co/Y7JDYN0mlR
645,neutral,PRINCIPLED TRUTHS: Eddy Cue Talks to Fortune as Apple Appeals E-Book Price-Fixing Judgment. #AAPL... http://t.co/1AMKTIeKys
646,negative,I could punch whoever came up with the new @apple commercials. #makeitstop #ahhhhhhh
647,negative,@apple fuck you
648,neutral,#AAPL:The Tell: Apple patents way to save iPhone from dropping and breaking...http://t.co/KG3JlIuGYL
649,negative,hey @apple can I catch a fucking maverick of a wave on an iPhone?didn't think so. #SurfsUpSamsung
650,neutral,.@apple there needs to be a finger gun emoji PRONTO.
651,neutral,10 best Steve Jobs emails http://t.co/51iykzcBYa #apple @apple
652,negative,"Dear @Apple, please fix your AWDL issues.. https://t.co/rAy5olfZyt"
653,neutral,are u #android or #ios? $aapl #samsung #aapl #ApplePay #apple #GoodMore#GivingTuesday#StonerSports#3YearsOf5SOS#FlashvsArrow#stocks
654,neutral,Apple Inc. Goes To Trial on Anti-Trust Charges Today http://t.co/ZgCPIf0w5T #AAPL
655,negative,@Apple What english is this? What do you mean? http://t.co/pZB18o3kVJ
656,neutral,Apple MacBook (�949.86)http://t.co/f5IHhOnzHM@office_nerd @apple#tech http://t.co/0cuTGtm7fF
657,neutral,@migreyes @dhh thank @apple.
658,negative,Can #iPad conquer the enterprise? Only if @Apple has the guts to license #iOS: http://t.co/0mWOJkycsc
659,negative,@apple really need to up their battery game. Because ain't no one got time to charge their phones #furstrated #annoyed #charging
660,negative,yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
661,negative,@FaZeNikan @Apple Wrong @ Homie
662,negative,@FaZeNikan @Apple haha switch to @Android
663,neutral,@FaZeNikan @Apple did u overheat it
664,neutral,RT @RyansConcepts: @FaZeNikan @Apple Wrong @ Homie
665,negative,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
666,negative,@FaZeNikan @Apple I had the same thing. Bought an iPhone 5 when it came out and had to replace the battery after a month or two.
667,neutral,"#Rumors #Surface for @Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/ErwYTy3heX"
668,negative,"@FaZeNikan @Apple lol iPhone,weak. Get on that Lumia level bruh"
669,positive,Great FCP X update from @apple today. That will do nicely! #video # editing
670,negative,RT @FaZeNikan: yea let me just pay 600 dollars for phone so it dies at 30% fix your shit @apple
671,neutral,Great piece from @howardlake on @apple &amp; the new #RED #app store - profits from exclusive content go to @GlobalFund: http://t.co/FfOBuzQ7VI
672,negative,still can't merge multiple apple-id's @apple #fail http://t.co/5BNAihk58p
673,positive,# Dyslexic iPhone 6 Users rejoice! Thanks to @apple and 'voice text' hard to spell words are a thing of the past! http://t.co/wjJfLYZme3
674,negative,@FaZeNikan @Apple @applenws @AppStore i know my iphone  dies at like 20%
675,negative,Realised the reason @apple make huge phones is because they f**ked Safari up by not allowing us to hide the address bar
676,negative,still can't merge multiple apple-id's @apple #fail http://t.co/CDvtUjnqgu
677,neutral,Intel And Inevitability - http://t.co/gIZLUhRphw #AAPL #INTC #MCHP
678,negative,why is there no black heart emoji @apple
679,neutral,Steve Jobs emails featured in Apple iPod US antitrust trial http://t.co/UNEs9ioHtF #AAPL
680,neutral,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
681,neutral,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/eSUoXuE4lr
682,neutral,The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf
683,neutral,@Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.
684,neutral,RT @Stuff_SG: The rumoured @oppo R8207 looks very similar to a certain @Apple #iPhone6 http://t.co/nJKstb1rJf
685,neutral,OH MY GOD. DONT PLAY WITH ME. FORREAL. @Apple
686,neutral,@Apple TV fades away in #streaming video player market http://t.co/nmqcdKFnUL
687,neutral,@Apple patents active fall protection system that shifts #iPhone in midair http://t.co/76QWGA6ml7 #Technology#FYI
688,neutral,#AAPL:Don't Confuse Morgan Stanley Decreasing Apple's Weighting By 1% With B...http://t.co/5jWelm30vM
689,positive,RT @pyalot: @Apple @appleios rolled out #WebGL to #iOS8 3 months ago and just overtook @google @Android in WebGL support levels.
690,neutral,@FaZeNikan @Apple restart it or wait till next Apple update happens to me
691,negative,". @apple diag and support suck a lot! It says 'cannot connect server, try again', then 'ticket not found' #disgusting http://t.co/ARyYbxOdox"
692,neutral,http://t.co/D2TeKpbQyw@Apple Default search engine
693,neutral,GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aaplhttp://t.co/FlFWmJ5LkH
694,positive,"Brilliant Tech! No more broken screens in #festivals, @Apple via @techcrunch http://t.co/o6HfU1n1il http://t.co/2ocWnFeyNe"
695,neutral,UPDATE 2-Steve Jobs emails featured in Apple iPod U.S. antitrust trial $AAPL #aaplhttp://t.co/ZIlhjZvY61
696,neutral,"'A lot of times, people don't know what they want, until you show it to them.' - Steve Jobs #AAPL #Apple"
697,negative,I've sent my computer out to @apple twice for repairs in the last month and each time it comes back with a new problem Something isn't right
698,negative,WHY? WHY HAVE YOU PUT GAY STUFF IN MY FUCKING IPHONE @apple http://t.co/r7BrJShrXK
699,neutral,"#Rumors #Surface for @@Apple [#Apple] #iPhone6S and #iPhone7 in #2015. (#Wednesday, 3 #December) http://t.co/dC5O4hRKNn"
700,negative,.@apple why do your computers like to crash on dead week before finals?
701,negative,@sashametro Its the iupdate process that is so incensing. what rubbish. Hopefully @apple will be irrelevant again soon.
702,negative,@Apple fix your apps.... If I click play it ain't playin'..... So it ain't really a play button is it?
703,negative,I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO
704,negative,It's just dawned on me that I've probably spent more on replacing frayed / non functioning Iphone cables than I've spent on iPhones @apple
705,negative,@mayhembcn iUpdate is new since I needed a DUNS two years ago (web form + phone call) - ironic for an @apple req that it only supports IE8+
706,neutral,Apple Bears Get Fat Payout From Stock Swoon; the 60-Second Plunge $AAPL #aaplhttp://t.co/RffvQbdl7Z
707,neutral,@GMONEYizME @Apple how so true; making sales off their accessories!
708,negative,L.A. school district halts iPad contract as FBI seizes documents $AAPL #aaplhttp://t.co/BTJokQnriy
709,neutral,"Great coverage @EPro of @comscore 's Cyber Monday data, but show me the top items by store, like this for @apple http://t.co/rfZnOaCG7c"
710,negative,@Siri @Apple @SteveJobs @alarmthatdidntgooff this is disrespectful
711,positive,Apple's iOS devices accounted for 78% of record setting Cyber Monday mobile sales $AAPL #aaplhttp://t.co/7ixmkG9cb4
712,neutral,@Apple have patented an #iPhone drop protection mechanism. Is the is end of #crackedscreens?http://t.co/Tea3fu5wfX http://t.co/v4J11CPyYy
713,positive,You're probably reading this on an iPhone built by the largest company around #AAPL They broke more records http://t.co/GpCQIgWMXm #impress
714,negative,How is 'never' interpreted as 'ask me again annoyingly soon' when iOS apps ask to be rated?  @apple tell your devs never means NEVER
715,positive,Apple's iPhone Crushes Samsung's Galaxy by More than 6 to1 in Japan $AAPL #aaplhttp://t.co/6hDOWuO2uV
716,positive,"@Apple [#Apple] #sales soar after launch of #iPhone6. (#Wednesday, 3 #December) http://t.co/QrV3LxeVgm"
717,neutral,"As Apple still struggles to meet iPhone 6 demand, Canaccord raises price target to $135  $AAPL #aaplhttp://t.co/IrZI8Q8F9r"
718,neutral,"@CadeRageous Thx RT .@Apple Own 2600 digital languages (IP) = NEW #internet Leader,10% of cost of #DIY .@googlenexus http://t.co/sQv0FmaPGO"
719,positive,So got the new #iphone6 and growing to love it. A bit bulky coming from the iphone5 but nice feel thanks @apple now waiting for #applewatch
720,neutral,RT @JPDesloges: GTAT Creditors Want to Question Apple's Jeff Williams $AAPL #aaplhttp://t.co/FlFWmJ5LkH
721,neutral,"SP500 Technology Bull% Index: The Apple Experiment ?  $SPY, $SPX, $ES_F, $XLK, $AAPL #aapl  http://t.co/RjnT7rnbBi"
722,neutral,Technical Observation of the Day: Tested the 20 DMA on Apple $AAPL #aaplhttp://t.co/6EJ6Mbv44f
723,neutral,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/omCdSCu85d $AAPL #AAPL
724,neutral,Apple's PT raised by JMP Securities to $150.00. outperform rating. http://t.co/XWaeIU03vr $AAPL #AAPL
725,neutral,"In emails, Jobs determined to keep iPod Apple-only  $AAPL #aaplhttp://t.co/JwK4grA7Zq"
726,neutral,APPLE Intraday Comments - Pre-Opening - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKthttp://t.co/G0TeDLCB9z
727,neutral,@Apple working on making next phone drop in the safest way all the time...like a cathttp://t.co/dQBmgZydoY
728,neutral,#Apple's Recent Pullback A Buy Opportunity #AAPL http://t.co/YEAmT2V5qf
